symbol,name,price,marketcap,year,industry,description,linkToSmth,smthing,keywords,enhanced_description
THCAU,Tuscan Holdings Corp. II,13.32,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/thcau,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
THCAW,Tuscan Holdings Corp. II,2.25,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/thcaw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
TWCT,TWC Tech Holdings II Corp.,10.99,$824.25M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/twct,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
TWCTU,TWC Tech Holdings II Corp.,11.5,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/twctu,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
TWCTW,TWC Tech Holdings II Corp.,2.3,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/twctw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
TWIN,"Twin Disc, Incorporated",8.95,$121.43M,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/twin,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
TWST,Twist Bioscience Corporation,190.64,$9.27B,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/twst,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
TYME,"Tyme Technologies, Inc.",1.74,$226.5M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tyme,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
TZPSU,TZP Strategies Acquisition Corp.,10.35,,2021.0,Finance,Business Services,https://old.nasdaq.com/symbol/tzpsu,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
USCR,"U S Concrete, Inc.",47.8,$797.1M,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/uscr,,"cement, concrete, revenue, earnings, supply chain, tariffs, acquisitions, sustainability, housing starts, price volatility","Building Materials cement, concrete, revenue, earnings, supply chain, tariffs, acquisitions, sustainability, housing starts, price volatility"
USEG,U.S. Energy Corp.,4.55,$14.76M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/useg,,"oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation","Oil & Gas Production oil, gas, production, drilling, offshore, onshore, exploration, refinery, pipeline, regulation"
GROW,"U.S. Global Investors, Inc.",5.24,$79.05M,,Finance,Investment Managers,https://old.nasdaq.com/symbol/grow,,"AUM, portfolios, investments, fiduciary, performance, fees, risk, regulation, ESG, liquidity","Investment Managers AUM, portfolios, investments, fiduciary, performance, fees, risk, regulation, ESG, liquidity"
USAU,U.S. Gold Corp.,13.13,$75.59M,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/usau,,"gold prices, silver, mining, futures, supply, demand, central banks, ETFs, inflation, premiums","Precious Metals gold prices, silver, mining, futures, supply, demand, central banks, ETFs, inflation, premiums"
USWS,"U.S. Well Services, Inc.",0.846,$62.66M,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/usws,,"oilfield, services, equipment, drilling, rigs, fracking, completions, maintenance, logistics, capital expenditure","Oilfield Services/Equipment oilfield, services, equipment, drilling, rigs, fracking, completions, maintenance, logistics, capital expenditure"
USWSW,"U.S. Well Services, Inc.",0.1498,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/uswsw,,"oilfield, services, equipment, drilling, rigs, fracking, completions, maintenance, logistics, capital expenditure","Oilfield Services/Equipment oilfield, services, equipment, drilling, rigs, fracking, completions, maintenance, logistics, capital expenditure"
UCL,uCloudlink Group Inc.,10.38,$292.25M,2020.0,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/ucl,,"5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain","Telecommunications Equipment 5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain"
UK,Ucommune International Ltd ,4.9,$394.21M,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/uk,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
UKOMW,Ucommune International Ltd ,0.2,,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ukomw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
UFPI,"UFP Industries, Inc.",60.26,$3.69B,1993.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/ufpi,,"timber, lumber, paper, pulp, biomass, sustainability, certification, logistics, exports, prices","Forest Products timber, lumber, paper, pulp, biomass, sustainability, certification, logistics, exports, prices"
UFPT,"UFP Technologies, Inc.",46.24,$346.56M,1993.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ufpt,,"dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth","Medical/Dental Instruments dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth"
ULTA,"Ulta Beauty, Inc.",299.92,$16.9B,2007.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ulta,,"retailer, earnings, expansion, margins, acquisitions, franchises, store-openings, online-sales, supply-chain, consumer","Other Specialty Stores retailer, earnings, expansion, margins, acquisitions, franchises, store-openings, online-sales, supply-chain, consumer"
UCTT,"Ultra Clean Holdings, Inc.",43.36,$1.76B,2004.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/uctt,,"semiconductors, foundry, wafers, revenue, supply chain, AI chips, process node, lithography, capital expenditure, mergers","Semiconductors semiconductors, foundry, wafers, revenue, supply chain, AI chips, process node, lithography, capital expenditure, mergers"
RARE,Ultragenyx Pharmaceutical Inc.,140.47,$9.29B,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rare,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
ULBI,Ultralife Corporation,6.8,$108.31M,1992.0,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ulbi,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
UMBF,UMB Financial Corporation,75.18,$3.61B,,Finance,Major Banks,https://old.nasdaq.com/symbol/umbf,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
UMPQ,Umpqua Holdings Corporation,16.04,$3.53B,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/umpq,,"deposits, interest rates, loans, regulation, fdic, earnings, mergers, digital banking, mortgage rates, liquidity","Savings Institutions deposits, interest rates, loans, regulation, fdic, earnings, mergers, digital banking, mortgage rates, liquidity"
UNAM,Unico American Corporation,5.46,$28.97M,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/unam,,"premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends","Property-Casualty Insurers premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends"
LATN,Union Acquisition Corp. II,10.23,$255.75M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/latn,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LATNU,Union Acquisition Corp. II,11.41,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/latnu,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LATNW,Union Acquisition Corp. II,1.14,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/latnw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
UNB,"Union Bankshares, Inc.",26.51,$118.64M,,Finance,Major Banks,https://old.nasdaq.com/symbol/unb,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
QURE,uniQure N.V.,39.26,$1.75B,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/qure,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
UAL,"United Airlines Holdings, Inc.",42.14,$12.33B,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/ual,,"air cargo, logistics, freight forwarding, delivery network, fleet optimization, customs clearance, supply chain, e-commerce logistics, fuel prices, sustainability","Air Freight/Delivery Services air cargo, logistics, freight forwarding, delivery network, fleet optimization, customs clearance, supply chain, e-commerce logistics, fuel prices, sustainability"
UBCP,"United Bancorp, Inc.",14.07,$84.09M,,Finance,Major Banks,https://old.nasdaq.com/symbol/ubcp,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
UBOH,"United Bancshares, Inc.",24.65,$80.65M,,Finance,Major Banks,https://old.nasdaq.com/symbol/uboh,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
UBSI,"United Bankshares, Inc.",35.68,$4.63B,,Finance,Major Banks,https://old.nasdaq.com/symbol/ubsi,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
UCBI,"United Community Banks, Inc.",31.77,$2.75B,,Finance,Major Banks,https://old.nasdaq.com/symbol/ucbi,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
UCBIO,"United Community Banks, Inc.",27.37,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ucbio,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
UFCS,"United Fire Group, Inc",30.85,$772.21M,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ufcs,,"premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends","Property-Casualty Insurers premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends"
UIHC,United Insurance Holdings Corp.,5.68,$244.7M,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/uihc,,"premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends","Property-Casualty Insurers premiums, underwriting, claims, loss_ratio, catastrophe, reinsurance, regulation, capital, solvency, dividends"
UNFI,"United Natural Foods, Inc.",25.02,$1.4B,2019.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/unfi,,"supply chain, logistics, distribution, recalls, food safety, cold storage, perishables, warehousing, partnerships, pricing","Food Distributors supply chain, logistics, distribution, recalls, food safety, cold storage, perishables, warehousing, partnerships, pricing"
UBFO,United Security Bancshares,7.62,$129.37M,,Finance,Major Banks,https://old.nasdaq.com/symbol/ubfo,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
USLM,"United States Lime & Minerals, Inc.",128.36,$722.76M,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/uslm,,"quarry, limestone, aggregates, permits, production, revenue, exports, environmental, rehabilitation, safety","Mining & Quarrying of Nonmetallic Minerals (No Fuels) quarry, limestone, aggregates, permits, production, revenue, exports, environmental, rehabilitation, safety"
UTHR,United Therapeutics Corporation,167.71,$7.45B,1999.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/uthr,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
UG,"United-Guardian, Inc.",14.225,$65.35M,,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ug,,"cosmetics, packaging, beauty, launches, sustainability, earnings, revenue, acquisitions, regulatory, supply chain","Package Goods/Cosmetics cosmetics, packaging, beauty, launches, sustainability, earnings, revenue, acquisitions, regulatory, supply chain"
UNIT,Uniti Group Inc.,12.7,$2.96B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/unit,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
UNTY,"Unity Bancorp, Inc.",19.38,$204.76M,,Finance,Major Banks,https://old.nasdaq.com/symbol/unty,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
UBX,"Unity Biotechnology, Inc.",6.81,$360.34M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ubx,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
OLED,Universal Display Corporation,247.86,$11.68B,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/oled,,"earnings, revenue, supply chain, product launch, recall, regulatory, tariffs, automation, energy efficiency, acquisition","Electrical Products earnings, revenue, supply chain, product launch, recall, regulatory, tariffs, automation, energy efficiency, acquisition"
UEIC,Universal Electronics Inc.,60.16,$827.18M,1993.0,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/ueic,,"launch,earnings,recall,patent,supply chain,smart home,AI,sustainability,merger,product line","Consumer Electronics/Appliances launch,earnings,recall,patent,supply chain,smart home,AI,sustainability,merger,product line"
ULH,"Universal Logistics Holdings, Inc.",23.26,$625.99M,,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/ulh,,"logistics, freight, courier, delivery, fleet, driver shortage, rates, regulation, safety, earnings","Trucking Freight/Courier Services logistics, freight, courier, delivery, fleet, driver shortage, rates, regulation, safety, earnings"
USAP,"Universal Stainless & Alloy Products, Inc.",7.87,$69.49M,1994.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/usap,,"steel, iron ore, production, shipments, prices, demand, supply, margins, exports, tariffs","Steel/Iron Ore steel, iron ore, production, shipments, prices, demand, supply, margins, exports, tariffs"
UVSP,Univest Financial Corporation,23.39,$684.56M,,Finance,Major Banks,https://old.nasdaq.com/symbol/uvsp,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
TIGR,UP Fintech Holding Limited,17.76,$2.5B,2019.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tigr,,"M&A, underwriting, IPO, equity, debt, trading, advisory, regulatory, fees, earnings","Investment Bankers/Brokers/Service M&A, underwriting, IPO, equity, debt, trading, advisory, regulatory, fees, earnings"
UPLD,"Upland Software, Inc.",49.86,$1.47B,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/upld,,"acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership","Computer Software: Prepackaged Software acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership"
UPST,"Upstart Holdings, Inc.",64.47,$4.67B,2020.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/upst,,"earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share","Finance: Consumer Services earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share"
UPWK,Upwork Inc.,41.35,$5.05B,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/upwk,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
UONE,"Urban One, Inc. ",5.91,$282.19M,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uone,,"ratings, streaming, advertising, licensing, regulation, acquisitions, earnings, partnerships, content, platforms","Broadcasting ratings, streaming, advertising, licensing, regulation, acquisitions, earnings, partnerships, content, platforms"
UONEK,"Urban One, Inc. ",1.6,$76.4M,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/uonek,,"ratings, streaming, advertising, licensing, regulation, acquisitions, earnings, partnerships, content, platforms","Broadcasting ratings, streaming, advertising, licensing, regulation, acquisitions, earnings, partnerships, content, platforms"
URBN,"Urban Outfitters, Inc.",26.76,$2.62B,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/urbn,,"retail, fashion, store openings, earnings, e-commerce, supply chain, inventory, partnerships, closures, markdowns","Clothing/Shoe/Accessory Stores retail, fashion, store openings, earnings, e-commerce, supply chain, inventory, partnerships, closures, markdowns"
MYT,"Urban Tea, Inc.",2.26,$17.95M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/myt,,"chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability","Major Chemicals chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability"
URGN,UroGen Pharma Ltd.,21.0,$463.95M,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urgn,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
UROV,Urovant Sciences Ltd.,16.24,$515.15M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/urov,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
ECOL,"US Ecology, Inc.",36.65,$1.15B,,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/ecol,,"waste management, recycling, water treatment, pollution control, hazardous waste, waste-to-energy, emissions, regulatory compliance, sustainability, environmental reporting","Environmental Services waste management, recycling, water treatment, pollution control, hazardous waste, waste-to-energy, emissions, regulatory compliance, sustainability, environmental reporting"
ECOLW,"US Ecology, Inc.",6.19,,,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/ecolw,,"waste management, recycling, water treatment, pollution control, hazardous waste, waste-to-energy, emissions, regulatory compliance, sustainability, environmental reporting","Environmental Services waste management, recycling, water treatment, pollution control, hazardous waste, waste-to-energy, emissions, regulatory compliance, sustainability, environmental reporting"
USAT,"USA Technologies, Inc.",10.54,$687.8M,,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/usat,,"acquisitions, mergers, supply chain, sustainability, printers, copiers, contracts, e-commerce, logistics, revenue","Office Equipment/Supplies/Services acquisitions, mergers, supply chain, sustainability, printers, copiers, contracts, e-commerce, logistics, revenue"
USAK,"USA Truck, Inc.",11.05,$96.8M,1992.0,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/usak,,"logistics, freight, courier, delivery, fleet, driver shortage, rates, regulation, safety, earnings","Trucking Freight/Courier Services logistics, freight, courier, delivery, fleet, driver shortage, rates, regulation, safety, earnings"
USIO,"Usio, Inc.",3.02,$75.42M,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/usio,,"M&A, underwriting, IPO, equity, debt, trading, advisory, regulatory, fees, earnings","Investment Bankers/Brokers/Service M&A, underwriting, IPO, equity, debt, trading, advisory, regulatory, fees, earnings"
UTMD,"Utah Medical Products, Inc.",87.23,$317.55M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/utmd,,"dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth","Medical/Dental Instruments dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth"
UTSI,UTStarcom Holdings Corp,1.86,$66.82M,2000.0,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/utsi,,"5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain","Telecommunications Equipment 5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain"
UXIN,Uxin Limited,1.27,$433.61M,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/uxin,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
VCNX,"Vaccinex, Inc.",2.55,$57.08M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vcnx,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
VLY,Valley National Bancorp,10.99,$4.44B,,Finance,Major Banks,https://old.nasdaq.com/symbol/vly,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
VLYPO,Valley National Bancorp,25.72,,,Finance,Major Banks,https://old.nasdaq.com/symbol/vlypo,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
VLYPP,Valley National Bancorp,28.43,,,Finance,Major Banks,https://old.nasdaq.com/symbol/vlypp,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
VALU,"Value Line, Inc.",30.65,$293.91M,1983.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/valu,,"AUM, portfolios, investments, fiduciary, performance, fees, risk, regulation, ESG, liquidity","Investment Managers AUM, portfolios, investments, fiduciary, performance, fees, risk, regulation, ESG, liquidity"
VNDA,Vanda Pharmaceuticals Inc.,14.2,$776.62M,2006.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/vnda,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
BBH,VanEck Vectors Biotech ETF,187.27,,,,,https://old.nasdaq.com/symbol/bbh,,, 
ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,32.13,,,,,https://old.nasdaq.com/symbol/angl,,, 
BJK,VanEck Vectors Gaming ETF,47.59,,,,,https://old.nasdaq.com/symbol/bjk,,, 
PPH,VanEck Vectors Pharmaceutical ETF,70.65,,,,,https://old.nasdaq.com/symbol/pph,,, 
RTH,VanEck Vectors Retail ETF,162.93,,,,,https://old.nasdaq.com/symbol/rth,,, 
SMH,VanEck Vectors Semiconductor ETF,240.93,,,,,https://old.nasdaq.com/symbol/smh,,, 
ESPO,VanEck Vectors Video Gaming and eSports ETF,76.22,,,,,https://old.nasdaq.com/symbol/espo,,, 
VWOB,Vanguard Emerging Markets Government Bond ETF,80.9,,,,,https://old.nasdaq.com/symbol/vwob,,, 
VNQI,Vanguard Global ex-U.S. Real Estate ETF,53.91,,,,,https://old.nasdaq.com/symbol/vnqi,,, 
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,96.32,,,,,https://old.nasdaq.com/symbol/vcit,,, 
VGIT,Vanguard Intermediate-Term Treasury ETF,69.08,,,,,https://old.nasdaq.com/symbol/vgit,,, 
VIGI,Vanguard International Dividend Appreciation ETF,83.95,,,,,https://old.nasdaq.com/symbol/vigi,,, 
VYMI,Vanguard International High Dividend Yield ETF,63.7,,,,,https://old.nasdaq.com/symbol/vymi,,, 
VCLT,Vanguard Long-Term Corporate Bond ETF,108.01,,,,,https://old.nasdaq.com/symbol/vclt,,, 
VGLT,Vanguard Long-Treasury ETF,92.39,,,,,https://old.nasdaq.com/symbol/vglt,,, 
VMBS,Vanguard Mortgage-Backed Securities ETF,54.05,,,,,https://old.nasdaq.com/symbol/vmbs,,, 
VONE,Vanguard Russell 1000 ETF,180.0,,,,,https://old.nasdaq.com/symbol/vone,,, 
VONG,Vanguard Russell 1000 Growth ETF,254.5,,,,,https://old.nasdaq.com/symbol/vong,,, 
VONV,Vanguard Russell 1000 Value ETF,123.0,,,,,https://old.nasdaq.com/symbol/vonv,,, 
VTWO,Vanguard Russell 2000 ETF,173.61,,,,,https://old.nasdaq.com/symbol/vtwo,,, 
